Date,Facebook Ad Campaign,Facebook Ad Views,Facebook Ad Clicks,Facebook Ad Conversions,Facebook Cost Per Ad,Facebook Click-Through Rate (Clicks / View),Facebook Conversion Rate (Conversions / Clicks),Facebook Cost per Click (Ad Cost / Clicks),AdWords Ad Campaign,"AdWords Ad Views
",AdWords Ad Clicks,AdWords Ad Conversions,"Cost per AdWords Ad
",AdWords Click-Through Rate (Clicks / View),"AdWords Conversion Rate (Conversions / Click)
",AdWords Cost per Click (Ad Cost / Clicks)
21/09/2022,FB_Sep2022,2459,50,26,$106,2.03%,52.00%,$2.12,AW_Sep2022,4276,63,17,$152,1.47%,26.98%,$2.41
24/05/2023,FB_May2023,1752,66,31,$111,3.77%,46.97%,$1.68,AW_May2023,3868,63,16,$187,1.63%,25.40%,$2.97
15/08/2023,FB_Aug2023,1109,46,30,$123,4.15%,65.22%,$2.67,AW_Aug2023,4818,63,15,$67,1.31%,23.81%,$1.06
25/08/2023,FB_Aug2023,2546,55,28,$151,2.16%,50.91%,$2.75,AW_Aug2023,4274,63,18,$154,1.47%,28.57%,$2.44
02/09/2023,FB_Sep2023,2310,65,28,$181,2.81%,43.08%,$2.78,AW_Sep2023,5291,63,17,$146,1.19%,26.98%,$2.32
15/09/2023,FB_Sep2023,1356,36,18,$167,2.65%,50.00%,$4.64,AW_Sep2023,4044,63,15,$186,1.56%,23.81%,$2.95
20/09/2023,FB_Sep2023,2187,53,25,$71,2.42%,47.17%,$1.34,AW_Sep2023,4874,63,18,$105,1.29%,28.57%,$1.67
10/10/2023,FB_Oct2023,1887,71,31,$95,3.76%,43.66%,$1.34,AW_Oct2023,4148,63,18,$97,1.52%,28.57%,$1.54
13/10/2023,FB_Oct2023,1104,18,16,$65,1.63%,88.89%,$3.61,AW_Oct2023,5241,63,27,$154,1.20%,42.86%,$2.44
21/10/2023,FB_Oct2023,1069,43,24,$158,4.02%,55.81%,$3.67,AW_Oct2023,5097,63,17,$125,1.24%,26.98%,$1.98
24/10/2023,FB_Oct2023,1853,29,8,$165,1.57%,27.59%,$5.69,AW_Oct2023,5560,63,27,$139,1.13%,42.86%,$2.21
29/10/2023,FB_Oct2023,1653,55,28,$212,3.33%,50.91%,$3.85,AW_Oct2023,5654,63,16,$114,1.11%,25.40%,$1.81
13/01/2024,FB_Jan2024,1926,70,30,$102,3.63%,42.86%,$1.46,AW_Jan2024,5378,63,16,$67,1.17%,25.40%,$1.06
17/03/2024,FB_Mar2024,3111,62,30,$71,1.99%,48.39%,$1.15,AW_Mar2024,3863,63,16,$167,1.63%,25.40%,$2.65
15/05/2024,FB_May2024,2557,66,37,$73,2.58%,56.06%,$1.11,AW_May2024,4543,63,27,$169,1.39%,42.86%,$2.68
01/06/2024,FB_Jun2024,3275,16,14,$186,0.49%,87.50%,$11.63,AW_Jun2024,4240,63,17,$50,1.49%,26.98%,$0.79
22/12/2021,FB_Dec2021,3172,62,35,$141,1.95%,56.45%,$2.27,AW_Dec2021,5754,64,17,$177,1.11%,26.56%,$2.77
21/01/2022,FB_Jan2022,1824,19,13,$105,1.04%,68.42%,$5.53,AW_Jan2022,5502,64,16,$160,1.16%,25.00%,$2.50
22/03/2022,FB_Mar2022,3106,27,18,$217,0.87%,66.67%,$8.04,AW_Mar2022,5343,64,15,$164,1.20%,23.44%,$2.56
06/04/2022,FB_Apr2022,2762,23,13,$219,0.83%,56.52%,$9.52,AW_Apr2022,4955,64,27,$96,1.29%,42.19%,$1.50
26/07/2022,FB_Jul2022,3074,44,32,$176,1.43%,72.73%,$4.00,AW_Jul2022,5265,64,16,$80,1.22%,25.00%,$1.25
10/12/2022,FB_Dec2022,2447,66,30,$114,2.70%,45.45%,$1.73,AW_Dec2022,4276,64,11,$110,1.50%,17.19%,$1.72
21/05/2023,FB_May2023,2170,61,30,$147,2.81%,49.18%,$2.41,AW_May2023,5442,64,15,$196,1.18%,23.44%,$3.06
25/10/2023,FB_Oct2023,1553,73,35,$94,4.70%,47.95%,$1.29,AW_Oct2023,5138,64,29,$133,1.25%,45.31%,$2.08
23/11/2023,FB_Nov2023,1153,22,13,$145,1.91%,59.09%,$6.59,AW_Nov2023,5666,64,11,$170,1.13%,17.19%,$2.66
19/02/2024,FB_Feb2024,3159,71,31,$145,2.25%,43.66%,$2.04,AW_Feb2024,3978,64,30,$92,1.61%,46.88%,$1.44
20/03/2024,FB_Mar2024,1682,32,18,$109,1.90%,56.25%,$3.41,AW_Mar2024,4624,64,29,$80,1.38%,45.31%,$1.25
24/03/2024,FB_Mar2024,1937,45,32,$231,2.32%,71.11%,$5.13,AW_Mar2024,5177,64,11,$85,1.24%,17.19%,$1.33
02/04/2024,FB_Apr2024,1759,66,28,$107,3.75%,42.42%,$1.62,AW_Apr2024,4435,64,26,$74,1.44%,40.63%,$1.16
24/02/2022,FB_Feb2022,2312,65,30,$241,2.81%,46.15%,$3.71,AW_Feb2022,4471,65,29,$178,1.45%,44.62%,$2.74
01/03/2022,FB_Mar2022,2293,22,11,$194,0.96%,50.00%,$8.82,AW_Mar2022,4512,65,26,$114,1.44%,40.00%,$1.75
26/04/2022,FB_Apr2022,1097,47,26,$190,4.28%,55.32%,$4.04,AW_Apr2022,5067,65,31,$145,1.28%,47.69%,$2.23
17/06/2022,FB_Jun2022,3115,39,17,$173,1.25%,43.59%,$4.44,AW_Jun2022,4009,65,30,$132,1.62%,46.15%,$2.03
19/01/2023,FB_Jan2023,2779,41,28,$91,1.48%,68.29%,$2.22,AW_Jan2023,4388,65,27,$113,1.48%,41.54%,$1.74
22/02/2023,FB_Feb2023,1854,28,10,$197,1.51%,35.71%,$7.04,AW_Feb2023,3833,65,28,$143,1.70%,43.08%,$2.20
28/03/2023,FB_Mar2023,1069,61,34,$94,5.71%,55.74%,$1.54,AW_Mar2023,4916,65,27,$178,1.32%,41.54%,$2.74
23/04/2023,FB_Apr2023,1170,34,20,$227,2.91%,58.82%,$6.68,AW_Apr2023,4482,65,29,$187,1.45%,44.62%,$2.88
15/05/2023,FB_May2023,2115,63,34,$231,2.98%,53.97%,$3.67,AW_May2023,4570,65,30,$152,1.42%,46.15%,$2.34
24/07/2023,FB_Jul2023,1791,16,5,$247,0.89%,31.25%,$15.44,AW_Jul2023,4857,65,30,$83,1.34%,46.15%,$1.28
12/08/2023,FB_Aug2023,2408,65,30,$67,2.70%,46.15%,$1.03,AW_Aug2023,4189,65,30,$99,1.55%,46.15%,$1.52
18/09/2023,FB_Sep2023,2697,46,32,$227,1.71%,69.57%,$4.93,AW_Sep2023,5220,65,31,$102,1.25%,47.69%,$1.57
28/09/2023,FB_Sep2023,2891,21,13,$161,0.73%,61.90%,$7.67,AW_Sep2023,4792,65,26,$53,1.36%,40.00%,$0.82
20/10/2023,FB_Oct2023,1942,33,14,$190,1.70%,42.42%,$5.76,AW_Oct2023,4311,65,31,$96,1.51%,47.69%,$1.48
08/11/2023,FB_Nov2023,2629,56,32,$103,2.13%,57.14%,$1.84,AW_Nov2023,4782,65,26,$95,1.36%,40.00%,$1.46
12/11/2023,FB_Nov2023,2863,71,37,$149,2.48%,52.11%,$2.10,AW_Nov2023,3738,65,27,$159,1.74%,41.54%,$2.45
12/03/2024,FB_Mar2024,2070,32,13,$218,1.55%,40.63%,$6.81,AW_Mar2024,4582,65,31,$64,1.42%,47.69%,$0.98
25/08/2024,FB_Aug2024,2283,40,26,$183,1.75%,65.00%,$4.58,AW_Aug2024,5465,65,27,$171,1.19%,41.54%,$2.63
18/01/2022,FB_Jan2022,1928,58,27,$60,3.01%,46.55%,$1.03,AW_Jan2022,4133,66,27,$131,1.60%,40.91%,$1.98
23/05/2022,FB_May2022,2395,65,28,$158,2.71%,43.08%,$2.43,AW_May2022,4657,66,28,$171,1.42%,42.42%,$2.59
03/06/2022,FB_Jun2022,2398,35,17,$150,1.46%,48.57%,$4.29,AW_Jun2022,4332,66,30,$77,1.52%,45.45%,$1.17
10/08/2022,FB_Aug2022,1627,53,25,$63,3.26%,47.17%,$1.19,AW_Aug2022,4824,66,26,$180,1.37%,39.39%,$2.73
16/10/2022,FB_Oct2022,3064,29,13,$250,0.95%,44.83%,$8.62,AW_Oct2022,4379,66,20,$139,1.51%,30.30%,$2.11
23/01/2023,FB_Jan2023,1979,41,32,$96,2.07%,78.05%,$2.34,AW_Jan2023,5466,66,13,$82,1.21%,19.70%,$1.24
20/06/2023,FB_Jun2023,2079,44,28,$218,2.12%,63.64%,$4.95,AW_Jun2023,4213,66,31,$140,1.57%,46.97%,$2.12
14/07/2023,FB_Jul2023,1274,18,19,$117,1.41%,105.56%,$6.50,AW_Jul2023,4717,66,29,$107,1.40%,43.94%,$1.62
03/10/2023,FB_Oct2023,1997,34,20,$63,1.70%,58.82%,$1.85,AW_Oct2023,5236,66,20,$110,1.26%,30.30%,$1.67
01/01/2024,FB_Jan2024,3200,57,24,$223,1.78%,42.11%,$3.91,AW_Jan2024,4289,66,20,$149,1.54%,30.30%,$2.26
09/02/2024,FB_Feb2024,2325,51,26,$115,2.19%,50.98%,$2.25,AW_Feb2024,4518,66,20,$144,1.46%,30.30%,$2.18
04/06/2024,FB_Jun2024,1758,25,19,$86,1.42%,76.00%,$3.44,AW_Jun2024,5184,66,28,$65,1.27%,42.42%,$0.98
15/09/2024,FB_Sep2024,1279,59,37,$171,4.61%,62.71%,$2.90,AW_Sep2024,4877,66,26,$65,1.35%,39.39%,$0.98
21/03/2022,FB_Mar2022,2137,61,34,$119,2.85%,55.74%,$1.95,AW_Mar2022,4657,67,20,$154,1.44%,29.85%,$2.30
30/04/2022,FB_Apr2022,1601,38,24,$61,2.37%,63.16%,$1.61,AW_Apr2022,3960,67,20,$162,1.69%,29.85%,$2.42
07/05/2022,FB_May2022,2983,38,12,$141,1.27%,31.58%,$3.71,AW_May2022,4023,67,31,$136,1.67%,46.27%,$2.03
24/01/2023,FB_Jan2023,3020,19,15,$188,0.63%,78.95%,$9.89,AW_Jan2023,4101,67,26,$197,1.63%,38.81%,$2.94
19/06/2023,FB_Jun2023,1086,60,34,$74,5.52%,56.67%,$1.23,AW_Jun2023,4792,67,29,$97,1.40%,43.28%,$1.45
01/08/2023,FB_Aug2023,2601,63,28,$242,2.42%,44.44%,$3.84,AW_Aug2023,5649,67,28,$84,1.19%,41.79%,$1.25
16/10/2023,FB_Oct2023,1593,46,27,$127,2.89%,58.70%,$2.76,AW_Oct2023,4962,67,13,$69,1.35%,19.40%,$1.03
19/10/2023,FB_Oct2023,1936,66,34,$214,3.41%,51.52%,$3.24,AW_Oct2023,4424,67,31,$57,1.51%,46.27%,$0.85
23/10/2023,FB_Oct2023,2738,46,32,$188,1.68%,69.57%,$4.09,AW_Oct2023,5567,67,29,$171,1.20%,43.28%,$2.55
26/03/2024,FB_Mar2024,1997,28,19,$146,1.40%,67.86%,$5.21,AW_Mar2024,5006,67,29,$194,1.34%,43.28%,$2.90
03/04/2024,FB_Apr2024,2184,49,30,$82,2.24%,61.22%,$1.67,AW_Apr2024,5025,67,13,$106,1.33%,19.40%,$1.58
16/09/2024,FB_Sep2024,1968,57,26,$153,2.90%,45.61%,$2.68,AW_Sep2024,4876,67,20,$113,1.37%,29.85%,$1.69
10/03/2022,FB_Mar2022,2174,63,30,$188,2.90%,47.62%,$2.98,AW_Mar2022,3723,68,20,$191,1.83%,29.41%,$2.81
03/04/2022,FB_Apr2022,2559,23,19,$207,0.90%,82.61%,$9.00,AW_Apr2022,4745,68,13,$92,1.43%,19.12%,$1.35
10/07/2022,FB_Jul2022,1523,26,12,$62,1.71%,46.15%,$2.38,AW_Jul2022,4010,68,20,$112,1.70%,29.41%,$1.65
24/09/2022,FB_Sep2022,2441,25,18,$73,1.02%,72.00%,$2.92,AW_Sep2022,5525,68,29,$192,1.23%,42.65%,$2.82
27/10/2022,FB_Oct2022,1382,42,23,$105,3.04%,54.76%,$2.50,AW_Oct2022,5630,68,20,$115,1.21%,29.41%,$1.69
16/01/2023,FB_Jan2023,1522,71,31,$231,4.66%,43.66%,$3.25,AW_Jan2023,4920,68,31,$125,1.38%,45.59%,$1.84
26/04/2023,FB_Apr2023,2761,62,30,$162,2.25%,48.39%,$2.61,AW_Apr2023,4622,68,20,$138,1.47%,29.41%,$2.03
28/06/2023,FB_Jun2023,2839,48,25,$100,1.69%,52.08%,$2.08,AW_Jun2023,4385,68,28,$164,1.55%,41.18%,$2.41
08/08/2023,FB_Aug2023,1832,30,18,$160,1.64%,60.00%,$5.33,AW_Aug2023,5262,68,26,$153,1.29%,38.24%,$2.25
18/08/2023,FB_Aug2023,1919,50,28,$203,2.61%,56.00%,$4.06,AW_Aug2023,5368,68,26,$69,1.27%,38.24%,$1.01
08/01/2024,FB_Jan2024,1328,56,27,$205,4.22%,48.21%,$3.66,AW_Jan2024,5502,68,31,$68,1.24%,45.59%,$1.00
08/03/2024,FB_Mar2024,2787,26,18,$210,0.93%,69.23%,$8.08,AW_Mar2024,5445,68,26,$141,1.25%,38.24%,$2.07
18/03/2024,FB_Mar2024,2771,22,11,$113,0.79%,50.00%,$5.14,AW_Mar2024,5494,68,29,$140,1.24%,42.65%,$2.06
16/04/2024,FB_Apr2024,1516,16,19,$244,1.06%,118.75%,$15.25,AW_Apr2024,5702,68,31,$103,1.19%,45.59%,$1.51
28/05/2024,FB_May2024,1292,22,12,$118,1.70%,54.55%,$5.36,AW_May2024,5319,68,13,$172,1.28%,19.12%,$2.53
10/06/2024,FB_Jun2024,1802,32,14,$72,1.78%,43.75%,$2.25,AW_Jun2024,3989,68,20,$121,1.70%,29.41%,$1.78
19/06/2024,FB_Jun2024,2288,71,34,$115,3.10%,47.89%,$1.62,AW_Jun2024,4034,68,31,$84,1.69%,45.59%,$1.24
07/01/2022,FB_Jan2022,2297,60,31,$195,2.61%,51.67%,$3.25,AW_Jan2022,5409,69,20,$196,1.28%,28.99%,$2.84
23/01/2022,FB_Jan2022,2913,30,14,$173,1.03%,46.67%,$5.77,AW_Jan2022,3959,69,13,$131,1.74%,18.84%,$1.90
29/01/2022,FB_Jan2022,2237,26,13,$224,1.16%,50.00%,$8.62,AW_Jan2022,3895,69,20,$99,1.77%,28.99%,$1.43
31/01/2022,FB_Jan2022,1923,28,14,$183,1.46%,50.00%,$6.54,AW_Jan2022,4960,69,29,$157,1.39%,42.03%,$2.28
16/02/2022,FB_Feb2022,3191,17,16,$242,0.53%,94.12%,$14.24,AW_Feb2022,5722,69,26,$106,1.21%,37.68%,$1.54
20/02/2022,FB_Feb2022,2573,47,30,$184,1.83%,63.83%,$3.91,AW_Feb2022,4931,69,20,$196,1.40%,28.99%,$2.84
23/02/2022,FB_Feb2022,1955,37,19,$217,1.89%,51.35%,$5.86,AW_Feb2022,4404,69,29,$82,1.57%,42.03%,$1.19
08/03/2022,FB_Mar2022,2831,56,23,$124,1.98%,41.07%,$2.21,AW_Mar2022,5014,69,27,$192,1.38%,39.13%,$2.78
28/05/2022,FB_May2022,2598,26,18,$177,1.00%,69.23%,$6.81,AW_May2022,5380,69,28,$79,1.28%,40.58%,$1.14
11/07/2022,FB_Jul2022,3191,58,22,$185,1.82%,37.93%,$3.19,AW_Jul2022,5125,69,28,$50,1.35%,40.58%,$0.72
12/07/2022,FB_Jul2022,2484,33,13,$77,1.33%,39.39%,$2.33,AW_Jul2022,3905,69,28,$55,1.77%,40.58%,$0.80
08/10/2022,FB_Oct2022,1939,49,32,$215,2.53%,65.31%,$4.39,AW_Oct2022,5399,69,28,$156,1.28%,40.58%,$2.26
29/10/2022,FB_Oct2022,2723,48,28,$129,1.76%,58.33%,$2.69,AW_Oct2022,5027,69,26,$55,1.37%,37.68%,$0.80
06/12/2022,FB_Dec2022,3274,57,28,$232,1.74%,49.12%,$4.07,AW_Dec2022,4121,69,30,$106,1.67%,43.48%,$1.54
28/02/2023,FB_Feb2023,3081,61,28,$68,1.98%,45.90%,$1.11,AW_Feb2023,4256,69,28,$97,1.62%,40.58%,$1.41
19/03/2023,FB_Mar2023,2876,68,28,$220,2.36%,41.18%,$3.24,AW_Mar2023,5483,69,30,$163,1.26%,43.48%,$2.36
02/04/2023,FB_Apr2023,1062,65,30,$133,6.12%,46.15%,$2.05,AW_Apr2023,5655,69,30,$118,1.22%,43.48%,$1.71
30/12/2023,FB_Dec2023,2067,64,35,$139,3.10%,54.69%,$2.17,AW_Dec2023,4329,69,26,$180,1.59%,37.68%,$2.61
30/03/2024,FB_Mar2024,3202,27,12,$126,0.84%,44.44%,$4.67,AW_Mar2024,4571,69,30,$139,1.51%,43.48%,$2.01
18/05/2022,FB_May2022,2521,57,25,$233,2.26%,43.86%,$4.09,AW_May2022,3791,70,17,$141,1.85%,24.29%,$2.01
30/07/2022,FB_Jul2022,1870,32,18,$188,1.71%,56.25%,$5.88,AW_Jul2022,5526,70,32,$178,1.27%,45.71%,$2.54
13/12/2022,FB_Dec2022,1700,66,37,$168,3.88%,56.06%,$2.55,AW_Dec2022,5626,70,21,$188,1.24%,30.00%,$2.69
19/12/2022,FB_Dec2022,3110,43,32,$188,1.38%,74.42%,$4.37,AW_Dec2022,5245,70,17,$92,1.33%,24.29%,$1.31
30/01/2023,FB_Jan2023,1951,59,30,$196,3.02%,50.85%,$3.32,AW_Jan2023,4697,70,32,$100,1.49%,45.71%,$1.43
07/02/2023,FB_Feb2023,1211,20,6,$66,1.65%,30.00%,$3.30,AW_Feb2023,4834,70,14,$108,1.45%,20.00%,$1.54
19/04/2023,FB_Apr2023,3273,70,35,$102,2.14%,50.00%,$1.46,AW_Apr2023,5457,70,21,$148,1.28%,30.00%,$2.11
26/06/2023,FB_Jun2023,3090,35,24,$249,1.13%,68.57%,$7.11,AW_Jun2023,5042,70,30,$149,1.39%,42.86%,$2.13
16/07/2023,FB_Jul2023,1587,51,26,$78,3.21%,50.98%,$1.53,AW_Jul2023,4055,70,14,$192,1.73%,20.00%,$2.74
26/07/2023,FB_Jul2023,3027,61,35,$245,2.02%,57.38%,$4.02,AW_Jul2023,5639,70,30,$151,1.24%,42.86%,$2.16
22/02/2024,FB_Feb2024,1372,60,35,$92,4.37%,58.33%,$1.53,AW_Feb2024,5562,70,21,$61,1.26%,30.00%,$0.87
05/03/2024,FB_Mar2024,2327,53,26,$189,2.28%,49.06%,$3.57,AW_Mar2024,5629,70,30,$103,1.24%,42.86%,$1.47
13/04/2024,FB_Apr2024,2706,62,33,$223,2.29%,53.23%,$3.60,AW_Apr2024,4719,70,21,$50,1.48%,30.00%,$0.71
18/04/2024,FB_Apr2024,1321,17,10,$99,1.29%,58.82%,$5.82,AW_Apr2024,4831,70,14,$90,1.45%,20.00%,$1.29
08/05/2024,FB_May2024,3032,29,13,$206,0.96%,44.83%,$7.10,AW_May2024,4999,70,31,$97,1.40%,44.29%,$1.39
17/01/2022,FB_Jan2022,2024,70,34,$140,3.46%,48.57%,$2.00,AW_Jan2022,4213,71,17,$134,1.69%,23.94%,$1.89
27/01/2022,FB_Jan2022,2260,73,28,$233,3.23%,38.36%,$3.19,AW_Jan2022,4350,71,31,$138,1.63%,43.66%,$1.94
03/02/2022,FB_Feb2022,1681,61,31,$195,3.63%,50.82%,$3.20,AW_Feb2022,5230,71,36,$84,1.36%,50.70%,$1.18
19/02/2022,FB_Feb2022,1190,66,33,$89,5.55%,50.00%,$1.35,AW_Feb2022,5398,71,21,$86,1.32%,29.58%,$1.21
14/04/2022,FB_Apr2022,3174,67,34,$208,2.11%,50.75%,$3.10,AW_Apr2022,5468,71,30,$78,1.30%,42.25%,$1.10
19/08/2022,FB_Aug2022,1704,38,20,$157,2.23%,52.63%,$4.13,AW_Aug2022,5039,71,14,$187,1.41%,19.72%,$2.63
30/11/2022,FB_Nov2022,1395,66,33,$103,4.73%,50.00%,$1.56,AW_Nov2022,4989,71,30,$97,1.42%,42.25%,$1.37
06/03/2023,FB_Mar2023,1948,51,28,$139,2.62%,54.90%,$2.73,AW_Mar2023,5659,71,30,$197,1.25%,42.25%,$2.77
12/05/2023,FB_May2023,3170,22,17,$211,0.69%,77.27%,$9.59,AW_May2023,5688,71,32,$65,1.25%,45.07%,$0.92
15/06/2023,FB_Jun2023,3287,27,14,$225,0.82%,51.85%,$8.33,AW_Jun2023,5631,71,21,$190,1.26%,29.58%,$2.68
29/08/2023,FB_Aug2023,1888,48,25,$81,2.54%,52.08%,$1.69,AW_Aug2023,4492,71,36,$72,1.58%,50.70%,$1.01
04/10/2023,FB_Oct2023,2399,63,31,$185,2.63%,49.21%,$2.94,AW_Oct2023,5727,71,36,$171,1.24%,50.70%,$2.41
14/10/2023,FB_Oct2023,3130,20,19,$114,0.64%,95.00%,$5.70,AW_Oct2023,5468,71,36,$100,1.30%,50.70%,$1.41
15/11/2023,FB_Nov2023,1985,20,5,$167,1.01%,25.00%,$8.35,AW_Nov2023,5570,71,30,$178,1.27%,42.25%,$2.51
05/12/2023,FB_Dec2023,2176,31,19,$174,1.42%,61.29%,$5.61,AW_Dec2023,4062,71,21,$94,1.75%,29.58%,$1.32
10/12/2023,FB_Dec2023,1459,54,30,$86,3.70%,55.56%,$1.59,AW_Dec2023,4183,71,17,$77,1.70%,23.94%,$1.08
20/12/2023,FB_Dec2023,1494,35,14,$170,2.34%,40.00%,$4.86,AW_Dec2023,4774,71,31,$124,1.49%,43.66%,$1.75
14/05/2024,FB_May2024,3087,16,7,$62,0.52%,43.75%,$3.88,AW_May2024,5089,71,31,$136,1.40%,43.66%,$1.92
24/04/2022,FB_Apr2022,3236,17,16,$218,0.53%,94.12%,$12.82,AW_Apr2022,4876,72,31,$107,1.48%,43.06%,$1.49
30/06/2022,FB_Jun2022,1389,24,13,$156,1.73%,54.17%,$6.50,AW_Jun2022,4777,72,32,$115,1.51%,44.44%,$1.60
02/10/2022,FB_Oct2022,1584,36,19,$200,2.27%,52.78%,$5.56,AW_Oct2022,4686,72,14,$120,1.54%,19.44%,$1.67
25/10/2022,FB_Oct2022,2091,23,11,$156,1.10%,47.83%,$6.78,AW_Oct2022,3898,72,17,$166,1.85%,23.61%,$2.31
21/03/2023,FB_Mar2023,1122,41,23,$137,3.65%,56.10%,$3.34,AW_Mar2023,5622,72,21,$141,1.28%,29.17%,$1.96
22/04/2023,FB_Apr2023,3173,68,28,$110,2.14%,41.18%,$1.62,AW_Apr2023,5198,72,21,$89,1.39%,29.17%,$1.24
03/06/2023,FB_Jun2023,2152,42,32,$173,1.95%,76.19%,$4.12,AW_Jun2023,4500,72,14,$140,1.60%,19.44%,$1.94
15/10/2023,FB_Oct2023,1359,56,32,$77,4.12%,57.14%,$1.38,AW_Oct2023,4000,72,26,$78,1.80%,36.11%,$1.08
22/12/2023,FB_Dec2023,1253,55,27,$231,4.39%,49.09%,$4.20,AW_Dec2023,4661,72,21,$168,1.54%,29.17%,$2.33
02/01/2024,FB_Jan2024,2844,42,23,$80,1.48%,54.76%,$1.90,AW_Jan2024,4442,72,17,$143,1.62%,23.61%,$1.99
14/01/2024,FB_Jan2024,1100,48,26,$146,4.36%,54.17%,$3.04,AW_Jan2024,5112,72,14,$79,1.41%,19.44%,$1.10
11/03/2024,FB_Mar2024,1272,59,31,$136,4.64%,52.54%,$2.31,AW_Mar2024,4180,72,30,$144,1.72%,41.67%,$2.00
14/04/2024,FB_Apr2024,2603,62,30,$143,2.38%,48.39%,$2.31,AW_Apr2024,4889,72,21,$106,1.47%,29.17%,$1.47
05/05/2024,FB_May2024,1740,27,13,$75,1.55%,48.15%,$2.78,AW_May2024,4844,72,32,$51,1.49%,44.44%,$0.71
06/06/2024,FB_Jun2024,2209,53,30,$113,2.40%,56.60%,$2.13,AW_Jun2024,4803,72,32,$98,1.50%,44.44%,$1.36
06/07/2024,FB_Jul2024,3266,73,33,$120,2.24%,45.21%,$1.64,AW_Jul2024,3789,72,30,$142,1.90%,41.67%,$1.97
28/07/2024,FB_Jul2024,1054,21,12,$206,1.99%,57.14%,$9.81,AW_Jul2024,4473,72,30,$99,1.61%,41.67%,$1.38
02/08/2024,FB_Aug2024,2514,70,33,$142,2.78%,47.14%,$2.03,AW_Aug2024,4587,72,26,$177,1.57%,36.11%,$2.46
23/12/2021,FB_Dec2021,3211,38,18,$186,1.18%,47.37%,$4.89,AW_Dec2021,4954,73,21,$54,1.47%,28.77%,$0.74
26/01/2022,FB_Jan2022,2877,43,25,$154,1.49%,58.14%,$3.58,AW_Jan2022,3888,73,17,$117,1.88%,23.29%,$1.60
19/07/2022,FB_Jul2022,2241,32,18,$183,1.43%,56.25%,$5.72,AW_Jul2022,3876,73,31,$144,1.88%,42.47%,$1.97
04/08/2022,FB_Aug2022,3240,59,30,$180,1.82%,50.85%,$3.05,AW_Aug2022,4844,73,14,$132,1.51%,19.18%,$1.81
20/09/2022,FB_Sep2022,2488,31,14,$189,1.25%,45.16%,$6.10,AW_Sep2022,4323,73,32,$176,1.69%,43.84%,$2.41
08/02/2023,FB_Feb2023,1963,31,18,$177,1.58%,58.06%,$5.71,AW_Feb2023,4943,73,26,$63,1.48%,35.62%,$0.86
16/03/2024,FB_Mar2024,1919,71,30,$137,3.70%,42.25%,$1.93,AW_Mar2024,4245,73,17,$65,1.72%,23.29%,$0.89
09/09/2024,FB_Sep2024,1478,56,22,$130,3.79%,39.29%,$2.32,AW_Sep2024,5013,73,17,$143,1.46%,23.29%,$1.96
12/09/2024,FB_Sep2024,1154,56,26,$161,4.85%,46.43%,$2.88,AW_Sep2024,4275,73,31,$54,1.71%,42.47%,$0.74
17/02/2022,FB_Feb2022,1761,55,30,$134,3.12%,54.55%,$2.44,AW_Feb2022,4246,74,21,$132,1.74%,28.38%,$1.78
22/02/2022,FB_Feb2022,1346,44,23,$153,3.27%,52.27%,$3.48,AW_Feb2022,4358,74,21,$68,1.70%,28.38%,$0.92
26/02/2022,FB_Feb2022,1092,66,30,$190,6.04%,45.45%,$2.88,AW_Feb2022,5445,74,31,$183,1.36%,41.89%,$2.47
09/05/2022,FB_May2022,1957,30,14,$80,1.53%,46.67%,$2.67,AW_May2022,5282,74,26,$190,1.40%,35.14%,$2.57
16/11/2022,FB_Nov2022,2204,53,28,$125,2.40%,52.83%,$2.36,AW_Nov2022,5501,74,21,$155,1.35%,28.38%,$2.09
24/11/2022,FB_Nov2022,3133,30,10,$190,0.96%,33.33%,$6.33,AW_Nov2022,4347,74,21,$107,1.70%,28.38%,$1.45
05/02/2023,FB_Feb2023,2683,59,28,$162,2.20%,47.46%,$2.75,AW_Feb2023,4739,74,14,$106,1.56%,18.92%,$1.43
13/05/2023,FB_May2023,1810,61,34,$240,3.37%,55.74%,$3.93,AW_May2023,4200,74,17,$196,1.76%,22.97%,$2.65
29/05/2023,FB_May2023,1462,44,32,$195,3.01%,72.73%,$4.43,AW_May2023,5089,74,31,$56,1.45%,41.89%,$0.76
06/06/2023,FB_Jun2023,1273,35,24,$179,2.75%,68.57%,$5.11,AW_Jun2023,4827,74,21,$57,1.53%,28.38%,$0.77
20/07/2023,FB_Jul2023,2895,62,31,$239,2.14%,50.00%,$3.85,AW_Jul2023,4317,74,32,$192,1.71%,43.24%,$2.59
04/08/2023,FB_Aug2023,2829,69,37,$229,2.44%,53.62%,$3.32,AW_Aug2023,4950,74,30,$57,1.49%,40.54%,$0.77
30/09/2023,FB_Sep2023,3250,38,12,$128,1.17%,31.58%,$3.37,AW_Sep2023,3737,74,31,$144,1.98%,41.89%,$1.95
05/10/2023,FB_Oct2023,2784,30,18,$243,1.08%,60.00%,$8.10,AW_Oct2023,3740,74,36,$83,1.98%,48.65%,$1.12
10/02/2024,FB_Feb2024,1954,21,8,$111,1.07%,38.10%,$5.29,AW_Feb2024,4801,74,36,$114,1.54%,48.65%,$1.54
07/06/2024,FB_Jun2024,1523,62,35,$189,4.07%,56.45%,$3.05,AW_Jun2024,5223,74,31,$57,1.42%,41.89%,$0.77
